"","GSM1406033","GSM1406034","GSM1406035","GSM1406036","GSM1406037","GSM1406038","GSM1406039","GSM1406040","GSM1406041","GSM1406042","GSM1406043","GSM1406044","GSM1406045","GSM1406046","GSM1406047","GSM1406048","GSM1406049","GSM1406050","GSM1406051","GSM1406052","GSM1406053","GSM1406054","GSM1406055","GSM1406056","GSM1406057","GSM1406058","GSM1406059","GSM1406060","GSM1406061","GSM1406062","GSM1406063","GSM1406064","GSM1406065","GSM1406066","GSM1406067","GSM1406068","GSM1406069","GSM1406070","GSM1406071","GSM1406072","GSM1406073","GSM1406074","GSM1406075","GSM1406076","GSM1406077","GSM1406078","GSM1406079","GSM1406080","GSM1406081","GSM1406082","GSM1406083","GSM1406084","GSM1406085","GSM1406086","GSM1406087","GSM1406088","GSM1406089","GSM1406090","GSM1406091","GSM1406092","GSM1406093","GSM1406094","GSM1406095","GSM1406096","GSM1406097","GSM1406098","GSM1406099","GSM1406100","GSM1406101","GSM1406102","GSM1406103","GSM1406104","GSM1406105","GSM1406106","GSM1406107","GSM1406108","GSM1406109","GSM1406110","GSM1406111","GSM1406112","GSM1406113","GSM1406114","GSM1406115","GSM1406116","GSM1406117","GSM1406118","GSM1406119","GSM1406120","GSM1406121","GSM1406122","GSM1406123","GSM1406124"
"RPL7A",6.3966,6.0961,6.2226,5.9976,6.2154,5.5015,5.4948,5.8496,5.7636,6.2251,5.5578,5.9667,5.6635,5.6012,5.7476,5.2428,5.6932,5.9351,5.9729,5.6597,5.7973,5.6362,5.3465,5.89154,5.74669,5.85882,5.63297,6.01768,5.63987,5.96169,6.03261,5.67211,6.54411,5.81685,5.38428,6.00973,5.48347,5.89405,5.31074,5.67921,5.23054,5.57223,5.33237,6.12515,5.05621,6.00212,6.256,5.8601,5.3262,5.7365,5.7306,5.8063,5.2696,5.7418,5.8823,5.4662,6.1965,5.1046,5.9011,5.1503,5.7141,5.5584,5.4762,5.9867,5.6214,5.8533,5.3315,6.2042,5.6017,5.7603,5.51598,5.99204,5.85042,5.92601,5.56895,5.5559,5.78433,5.68227,5.48197,5.59623,5.44432,6.06828,5.47122,6.29797,5.57999,5.8544,6.23309,5.97234,5.35835,6.01856,6.17239,6.09407
"RPS10",6.3733,6.1494,6.1826,5.9303,6.3322,5.3873,5.5357,5.9241,5.6566,6.0213,5.4436,6.0124,5.7064,5.5664,5.8328,5.1584,5.6708,5.8754,5.9181,5.6031,5.7429,5.6415,5.1477,5.86235,5.97949,5.82052,5.72677,5.91728,5.55929,5.90697,5.83904,5.58198,6.54364,5.57934,5.48383,5.9877,5.60559,5.9828,5.52599,5.58402,5.26146,5.20649,5.31878,6.16302,5.16189,6.00212,6.197,5.9606,5.3815,5.8155,5.5895,5.7969,5.3068,5.8793,6.0191,5.4176,6.0394,5.0334,5.743,5.0835,5.3582,5.3512,5.39,5.8118,5.4469,5.7763,5.3117,6.2966,5.6978,5.88098,5.5153,6.27189,6.00792,5.75614,5.56984,5.72509,6.01832,5.90874,5.58766,5.58682,5.43604,6.21884,5.3912,6.39905,5.37615,5.8544,6.28895,5.69772,5.18287,6.12762,6.09082,6.29599
"RPS14",6.5754,6.2248,6.349,5.9325,6.2392,5.6776,5.7517,6.0731,5.7622,6.1418,5.6423,6.0772,5.9257,5.7863,5.8495,5.2578,5.8531,6.0519,5.935,5.8109,5.749,5.7136,5.4006,5.79498,5.7979,5.70821,5.54502,5.68171,5.57091,5.97578,5.95219,5.54634,6.66268,5.67873,5.33097,6.06487,5.43037,5.89172,5.49279,5.56333,5.21875,5.30844,5.23088,6.32475,5.13122,5.99626,6.1011,5.7262,5.3142,5.7179,5.6271,5.6225,5.1523,5.9217,6.0071,5.2781,6.0275,5.0955,5.7112,5.1972,5.4228,5.2909,5.4257,5.7391,5.4228,5.6448,5.2912,6.0882,5.7113,5.85112,5.46928,6.0465,5.74808,5.68467,5.47529,5.6431,5.9753,5.64941,5.44941,5.57451,5.358,6.12652,5.34204,6.33391,5.35982,5.69908,6.10373,5.90983,5.29836,6.1001,6.07135,6.13864
"DEFA1",6.2691,6.4171,6.333,4.2409,6.5253,5.7896,6.0974,5.2881,3.5326,5.1955,5.2443,6.2022,5.3868,5.8736,6.2427,4.655,5.0953,5.7388,6.3713,5.8307,5.2868,5.9539,3.6344,6.10485,6.3011,5.86012,4.99135,6.20632,5.3281,5.74806,5.73051,5.94419,6.94472,5.97862,5.91911,6.40805,5.51945,5.85251,5.71642,4.7051,5.34467,5.97042,5.4458,6.41087,5.27481,5.6638,6.4033,6.4862,5.0105,6.1825,6.1272,5.9624,4.9052,5.8303,6.3808,5.5356,5.7182,4.1431,5.7048,5.2232,6.1889,5.5193,5.9776,6.4097,5.9581,5.492,5.5645,6.8476,5.7462,5.31092,5.83172,6.25198,6.4065,5.89004,6.05088,6.07851,6.256,4.22398,5.61463,6.01325,5.52589,5.12785,4.91624,6.0925,5.28649,6.37545,6.40638,5.97423,5.18147,5.99675,6.66093,6.17607
"RPL10A",6.1188,5.8023,5.9228,5.8059,5.7805,5.3133,5.2999,5.6397,5.4804,5.7617,5.3615,5.6624,5.6666,5.404,5.4811,5.0511,5.4044,5.6414,5.7064,5.4909,5.5541,5.4732,5.2556,5.86329,5.84376,5.75849,5.61825,5.87659,5.69633,5.92826,5.99713,5.74794,6.60928,5.79682,5.5779,5.97903,5.6821,5.91585,5.46521,5.68469,5.35565,5.56291,5.46861,5.99059,5.13286,5.94864,6.0912,6.1422,5.3842,5.8425,5.7048,5.9081,5.3572,5.701,6.1108,5.5836,6.0461,5.2064,5.8777,5.2215,5.862,5.558,5.4623,5.8764,5.7237,6.0186,5.4311,6.1718,5.7304,5.71303,5.57404,6.15196,6.01601,5.83743,5.67419,5.57292,6.13143,5.78629,5.65651,5.71018,5.53656,6.20167,5.51024,6.32547,5.52005,6.02214,6.1155,5.87348,5.44384,5.94578,6.00783,6.17641
"RPL41",6.2449,6.0875,6.1137,5.7498,6.1519,5.3789,5.6643,5.8256,5.488,5.8595,5.5497,5.9868,5.6633,5.5626,5.8425,5.1143,5.5845,5.9379,5.8373,5.6623,5.3802,5.5704,5.2792,5.84683,5.80843,5.79385,5.7871,5.86881,5.50518,5.93369,5.98336,5.6245,6.67321,5.6819,5.50593,6.10141,5.57172,5.89155,5.49262,5.54535,5.20377,5.18621,5.31496,6.1906,5.05321,5.8638,6.208,6.0731,5.3671,5.8018,5.6388,5.8551,5.3792,5.6577,5.9977,5.2787,6.1072,5.0802,5.7957,5.0887,5.4389,5.5074,5.6124,6.0268,5.4993,5.6604,5.3175,6.2107,5.6396,5.92432,5.51833,6.16406,5.89309,5.8813,5.50031,5.62641,6.18347,5.80617,5.52564,5.58055,5.31733,6.08516,5.34809,6.27544,5.43508,6.02492,6.29946,5.75163,5.12183,6.16711,6.1487,6.08735
"B2M",6.0914,5.8589,5.9023,5.8275,5.6203,5.3234,5.5184,5.3992,5.2766,5.9533,5.4869,5.9142,5.6089,5.2836,5.4935,5.0704,5.4238,5.8343,5.6472,5.4533,5.4296,5.6872,5.2598,5.79662,5.55986,5.77187,5.53539,6.05261,5.64354,5.75165,6.29361,5.76588,6.23046,5.80525,5.53701,5.65951,5.69255,5.73012,5.43504,5.56568,5.11668,5.48219,5.38584,5.97895,4.94489,5.76288,6.2711,6.2859,5.4088,5.7127,5.6989,5.9566,5.5885,5.4403,6.0484,5.5094,6.1094,5.0488,5.9043,5.162,5.8608,5.8635,5.6825,6.2205,5.7595,5.7134,5.4287,6.0833,5.7186,5.81007,5.68868,6.06415,5.98784,6.083,5.60807,5.4566,6.30603,5.66106,5.46177,5.54801,5.55365,6.05747,5.61204,6.20136,5.6651,6.47635,6.41217,6.006,5.30456,6.02592,6.13687,6.04901
"RPS16",6.2098,5.9228,5.9919,5.8858,6.0474,5.2802,5.3695,5.6754,5.5083,5.7712,5.3604,5.7184,5.6852,5.4022,5.5921,5.1021,5.4946,5.6864,5.6257,5.3896,5.6561,5.5303,5.2333,5.87029,5.80457,5.89183,5.72133,5.96239,5.60703,5.94939,6.05011,5.73889,6.442,5.79568,5.46291,6.0037,5.59758,5.90912,5.35357,5.6753,5.28409,5.43853,5.37722,5.92554,5.12581,6.03434,6.2253,5.9359,5.3531,5.7832,5.6432,5.8902,5.4074,5.7306,5.9201,5.5084,6.0952,5.1648,5.9014,5.1693,5.6831,5.461,5.4605,5.9436,5.6178,5.9359,5.4129,6.1853,5.6732,5.79732,5.49188,6.13031,5.83491,5.97237,5.62715,5.54955,6.04519,5.82346,5.618,5.60747,5.49813,6.16275,5.48084,6.36589,5.54786,5.87077,6.18618,5.87786,5.38457,6.07973,6.07397,6.18358
"UBA52",6.7284,6.1553,6.2131,5.9867,5.8521,5.6501,5.8784,5.7791,5.6859,6.0157,5.6779,6.0102,5.9714,5.6133,5.7575,5.2597,5.5998,6.0874,6.0414,5.6943,5.6285,5.8167,5.1793,6.01874,5.66526,5.79657,5.42562,6.0037,5.36901,5.96611,6.20385,5.55446,6.41561,5.84403,5.28021,5.88681,5.50465,5.66607,5.12438,5.43972,5.36068,5.48532,5.40756,6.24021,5.00203,5.9669,6.3808,6.0926,5.2677,5.6322,5.5239,5.9105,5.251,5.5359,5.3925,5.426,6.3761,5.1425,5.9097,5.0824,5.5123,5.6976,5.7363,6.3066,5.7224,5.7623,5.3286,6.5715,5.3432,5.61816,5.24881,5.89153,5.77005,6.01565,5.5686,5.38519,5.46366,5.53761,5.40792,5.45401,5.35294,5.60299,5.2693,5.96622,5.41157,6.14728,6.52556,5.71441,5.24278,5.86257,6.2367,5.92319
"HBG1",6.3248,6.6462,6.6763,5.3045,5.9432,5.6505,6.2915,5.4592,5.985,6.2056,6.2364,5.8169,6.0447,5.5486,5.9686,5.0381,6.0137,6.0357,6.3605,5.427,5.7734,6.2176,5.2147,6.37014,6.06406,5.15427,5.26213,5.04698,6.10839,6.23332,6.98294,5.94661,6.91694,5.5624,3.87872,6.10842,4.49506,4.82692,4.59178,5.58031,5.28025,5.36792,5.3325,6.6116,4.83092,5.4033,6.8134,6.4387,4.2805,4.1467,5.8886,4.9667,5.3132,4.9826,5.1103,4.2745,6.7817,5.2065,6.1615,5.0964,5.5663,5.3653,6.1109,6.954,5.7519,5.1204,5.5953,6.9694,5.4818,5.86624,5.2048,6.28417,6.18292,5.74502,4.0979,5.72464,5.40054,5.05835,5.32825,4.86824,4.69602,6.41775,5.69877,6.64533,5.63435,6.94761,7.11692,6.11028,5.02122,6.4538,6.72408,5.50827
"RPL15",6.3585,6.156,6.2714,5.8919,6.2195,5.3652,5.3259,5.8093,5.5994,6.0346,5.4168,5.8879,5.5944,5.476,5.6223,4.9713,5.5478,5.7774,5.8724,5.4773,5.5725,5.5114,5.0855,5.76992,5.85096,5.84606,5.71507,5.89053,5.54227,5.84849,5.94843,5.55128,6.5557,5.59064,5.46947,5.96714,5.55484,5.89188,5.3476,5.55878,5.313,5.38026,5.26215,5.99655,5.07065,5.95682,6.0377,5.9415,5.3399,5.7301,5.6517,5.7956,5.2611,5.7471,5.8082,5.3952,6.0017,5.0777,5.703,5.1234,5.5869,5.4213,5.3805,5.8751,5.5282,5.7353,5.2737,6.2409,5.5877,5.76286,5.49819,6.01842,5.8837,5.80839,5.55466,5.5338,6.01764,5.7677,5.57299,5.5718,5.36037,6.17857,5.3486,6.28667,5.45822,5.92988,6.17566,5.96792,5.17146,6.05895,6.08736,6.12683
"RPL4",6.2824,6.0138,6.1352,5.8773,6.2253,5.3697,5.4095,5.7602,5.5686,5.8393,5.3901,5.823,5.7169,5.4976,5.6497,5.0753,5.5828,5.7544,5.9198,5.4238,5.5674,5.5336,5.142,5.78481,5.9043,5.87308,5.66398,5.81826,5.66978,5.88458,5.8095,5.55081,6.54395,5.60111,5.44664,5.88553,5.55354,5.96596,5.27772,5.53484,5.29608,5.29671,5.31359,5.95869,5.13869,5.99832,6.1061,5.9587,5.3472,5.779,5.5553,5.7422,5.2979,5.7709,5.9907,5.4202,6.0375,5.1098,5.7561,5.1426,5.6127,5.4189,5.3435,5.7317,5.4316,5.7864,5.3006,6.2162,5.6115,5.72842,5.50516,6.01637,5.93062,5.61596,5.51939,5.54739,5.95949,5.74943,5.44224,5.57155,5.32252,6.12023,5.34395,6.39487,5.47976,5.88246,6.08354,5.73574,5.1117,5.91439,6.00783,6.21888
"S100A8",5.9714,5.7512,5.6188,5.3179,5.991,5.1839,5.519,5.6759,5.0867,5.8151,5.1453,5.9654,5.1184,5.0999,5.7996,5.0247,5.2998,5.7452,5.5184,5.5356,5.2281,5.7044,4.8221,5.8791,5.7425,5.75534,5.71153,5.98521,5.28539,5.82922,6.00543,5.76971,6.49681,5.6233,5.6006,5.94935,5.76995,5.74256,5.4156,5.52747,5.14006,5.19409,5.51912,6.28275,4.86932,5.73575,6.1722,6.3619,5.4897,5.8702,5.539,6.1188,5.5268,5.7382,5.8514,5.3355,5.8023,5.0983,5.9435,5.0517,5.6654,5.8198,5.5818,6.098,5.5861,5.6402,5.5296,6.2408,5.6335,5.8575,5.5367,6.15336,5.95882,5.94424,5.73488,5.60758,6.0345,5.76472,5.55454,5.60294,5.37454,5.94531,5.42328,6.25589,5.39303,6.36438,6.38503,6.03316,5.02342,6.20425,6.05763,6.06665
"RPL10",6.3312,6.0465,6.1565,5.8645,6.201,5.5917,5.5448,5.8442,5.7178,6.0805,5.5164,5.8586,5.8755,5.6674,5.7635,5.3352,5.761,5.9541,5.8621,5.7064,5.7476,5.6474,5.3534,5.66885,5.85171,5.81516,5.42935,5.7918,5.67526,5.78505,5.87706,5.49993,6.35667,5.7372,5.1896,6.05637,5.30487,5.92011,5.18773,5.49498,5.32209,5.44321,5.28817,6.1839,5.10156,5.79956,6.0025,5.806,5.253,5.6371,5.6714,5.5851,5.1258,5.789,5.6944,5.3706,6.1155,5.0687,5.7302,5.1267,5.493,5.3802,5.4362,5.6997,5.4216,5.7922,5.163,6.0392,5.6239,5.62285,5.38719,5.77704,5.88515,5.77919,5.45504,5.54291,5.87138,5.64215,5.57002,5.45946,5.44138,6.2091,5.31197,6.13852,5.50661,5.75615,6.02368,5.94849,5.23102,5.82677,5.96269,6.08426
"RPS15A",6.0094,6.0122,5.9745,5.5517,6.4182,5.1619,5.4462,5.8383,5.2922,5.8183,5.493,5.9894,5.2719,5.414,5.8392,4.8633,5.6149,5.8705,5.7124,5.5551,5.3511,5.5022,5.011,5.90553,5.90992,5.77774,5.75834,5.85273,5.60637,5.96876,5.95826,5.52576,6.50862,5.51018,5.53203,5.83921,5.65623,6.04259,5.54094,5.64704,4.92257,5.02233,5.16044,6.25022,5.14597,5.9328,6.3048,6.0667,5.3855,5.6734,5.6522,5.7469,5.4446,5.9538,6.0649,5.288,6.2265,4.9113,5.7665,4.9887,5.1217,5.1665,5.153,5.8514,5.4658,5.5277,5.2114,6.324,5.7964,5.98923,5.49512,6.30421,6.08961,5.70844,5.29699,5.75135,5.95205,5.88958,5.64217,5.56495,5.39465,6.07577,5.13054,6.5182,5.23868,5.80633,6.36829,5.2051,4.94369,6.28286,6.20912,6.21772
"RPS20",6.4606,6.0402,6.086,5.8992,6.1479,5.4671,5.5907,5.8439,5.6473,6.0827,5.3856,6.0337,5.6235,5.5492,5.6438,5.1569,5.5033,5.8911,5.6452,5.5565,5.5723,5.5903,5.1786,5.80686,5.60653,5.71776,5.63076,5.82593,5.58626,5.83358,5.8554,5.6406,6.40422,5.67395,5.40109,5.84794,5.57472,5.82222,5.29753,5.45753,5.27988,5.32935,5.36775,6.08785,5.00432,5.8189,6.1449,5.964,5.3529,5.7261,5.5262,5.7738,5.3269,5.7044,5.7972,5.4201,6.0368,5.1024,5.7823,5.1283,5.5867,5.5,5.3896,5.8279,5.5242,5.6666,5.3056,6.1058,5.5415,5.70597,5.46283,6.03658,5.80675,5.82361,5.5109,5.46256,5.96372,5.70229,5.44224,5.48735,5.40245,6.10153,5.22326,6.05849,5.34119,5.88674,6.15698,5.64409,5.13871,5.87485,5.99848,6.00943
"MALAT1",6.059,5.6085,5.6205,5.684,5.3282,5.0957,5.3505,5.2195,4.9989,5.5108,5.3026,5.3366,5.3565,5.0583,5.2476,4.8622,5.1523,5.5196,5.2716,5.2228,5.322,5.0771,4.9301,5.70878,5.70274,5.65817,5.6708,5.98855,5.54279,5.7975,6.26537,5.79453,6.11137,5.69784,5.64347,5.69645,5.73977,5.78501,5.39571,5.62348,5.14368,5.42193,5.50011,5.84652,4.96705,5.76158,6.1402,6.3091,5.3968,5.7335,5.6514,6.0118,5.7096,5.4527,5.9797,5.5834,6.0466,5.026,5.8698,5.2345,5.9457,5.7802,5.4547,5.9941,5.891,5.935,5.4092,5.9715,5.7124,5.78241,5.72247,6.09105,6.05939,5.99316,5.59817,5.55616,6.41796,5.88528,5.52051,5.63563,5.60172,6.35006,5.55869,6.18678,5.56015,6.25076,6.24596,6.23827,5.31829,6.11675,6.04485,5.89769
"LOC101243545",6.2528,5.9222,5.968,5.9194,5.8591,5.4127,5.506,5.6751,5.4983,5.8626,5.4413,5.7031,5.6792,5.4798,5.6639,5.1829,5.59,5.7687,5.7152,5.4912,5.5964,5.4909,5.3576,5.80394,5.70208,5.79929,5.53302,5.93247,5.45987,5.88489,6.02019,5.57871,6.44048,5.69121,5.31443,5.93752,5.32594,5.73031,5.21839,5.57395,5.25793,5.45157,5.32736,5.91785,5.02945,5.9328,6.1838,5.8399,5.2366,5.617,5.5839,5.6306,5.2305,5.5523,5.8128,5.4278,6.0141,5.0608,5.824,5.1,5.7373,5.4187,5.5134,5.857,5.5116,5.8125,5.1874,6.1025,5.5416,5.61372,5.46458,5.95253,5.76942,5.83722,5.41979,5.50625,6.0234,5.63626,5.40403,5.49267,5.47764,5.90785,5.41393,6.18661,5.49102,5.86416,6.06196,5.95681,5.27709,5.87444,6.0113,6.05479
"LITAF",6.5436,6.1785,5.9966,5.7532,5.5494,5.5851,5.6902,5.6693,5.5507,6.0986,5.3521,6.1159,5.5786,5.3554,5.6624,5.2081,5.507,6.007,5.5984,5.5272,5.4641,5.8394,5.0521,5.71518,5.4372,5.59229,5.52826,5.77971,5.44109,5.54742,6.10974,5.5798,6.27225,5.70046,5.40741,5.85416,5.59772,5.60495,5.16084,5.4177,5.293,5.43432,5.43878,6.16514,4.86986,5.69915,5.9784,6.1154,5.3854,5.6776,5.4694,5.8897,5.3529,5.6895,5.5889,5.2776,5.9079,5.0832,5.771,5.1076,5.7545,5.7773,5.6548,6.0338,5.6198,5.5638,5.3647,5.9242,5.4842,5.49365,5.48157,5.63585,5.66467,5.86629,5.62988,5.27291,6.28025,5.52004,5.39649,5.45932,5.28098,6.15324,5.50623,6.08071,5.45904,6.28331,6.08299,6.3657,5.22776,5.78355,5.7792,5.61509
"TCF3",6.2426,6.0295,6.0808,5.7697,6.0612,5.3841,5.4359,5.7122,5.6079,5.8962,5.4693,5.6884,5.6442,5.5453,5.5851,5.1508,5.5519,5.7812,5.7278,5.5313,5.5963,5.5184,5.2863,5.76709,5.649,5.79555,5.46423,5.9073,5.53507,5.87896,5.94771,5.54346,6.28755,5.66596,5.29297,5.82644,5.36419,5.71456,5.25734,5.53867,5.24917,5.42863,5.29914,5.92143,4.99135,5.84224,6.066,5.8365,5.2899,5.6162,5.5979,5.6588,5.212,5.651,5.8228,5.4403,6.0477,5.0456,5.8008,5.1053,5.5881,5.3566,5.3639,5.8334,5.5952,5.6337,5.2387,6.0312,5.5224,5.68958,5.38406,5.92873,5.82044,5.8685,5.39432,5.4795,5.83372,5.56577,5.4383,5.51565,5.44515,5.90565,5.31374,6.14573,5.45918,5.76571,6.07881,5.78792,5.26163,5.90337,6.02257,6.0052
"SOD2",6.4443,5.972,5.8912,5.4151,5.462,5.3964,5.559,5.5286,5.4107,6.0675,5.1317,5.9664,5.5102,5.3039,5.4937,5.1392,5.4611,5.8955,5.4918,5.5461,5.4146,5.7024,5.2108,5.75151,5.4342,5.63743,5.5279,5.85389,5.45897,5.69172,6.02956,5.50043,6.33029,5.78604,5.47232,5.8296,5.53527,5.53814,5.26752,5.51958,5.08287,5.45541,5.4311,6.05104,4.76411,5.68779,6.1525,6.1474,5.293,5.6969,5.5601,5.9058,5.3815,5.6073,5.7793,5.2286,6.017,5.0191,5.844,5.0802,5.7862,5.7792,5.789,5.8293,5.6786,5.658,5.2697,5.9365,5.5272,5.6117,5.49188,5.87897,5.80215,5.93889,5.54745,5.28764,6.17406,5.5082,5.46525,5.50069,5.33675,5.97661,5.54252,5.9782,5.51222,6.43628,5.94233,6.14426,5.22504,5.77528,5.95189,5.73652
"CXCR4",6.4963,5.656,6.1028,5.9482,5.6287,5.4666,5.625,5.5145,5.5308,5.9021,5.4364,5.964,5.7826,5.5653,5.6438,5.2152,5.4117,5.742,5.4343,5.587,5.5541,5.8071,5.0611,5.75689,5.32355,5.55618,5.75522,5.90211,5.73037,5.59022,5.94573,5.7182,6.08243,5.57308,5.37946,5.51667,5.63415,5.69693,5.05904,5.48525,5.295,5.48187,5.45861,6.1833,4.92447,5.64872,6.0465,5.9194,5.2283,5.6171,5.2814,5.8835,5.5421,5.6805,5.7697,5.3638,5.9591,5.0394,5.6919,5.1421,5.9105,5.6973,5.6227,6.0076,5.7273,5.6012,5.2237,5.9029,5.3248,5.67118,5.67668,5.85736,5.49818,5.90618,5.20731,5.16368,6.29432,5.53744,4.88175,5.3669,5.32708,6.1334,5.62461,6.07892,5.48398,6.11234,5.99501,6.08308,5.08477,5.89053,5.72215,5.93091
"RPS23",6.0722,5.7682,5.788,5.5757,5.8885,5.3476,5.4932,5.5651,5.4518,5.7116,5.2702,5.7015,5.5982,5.4725,5.486,5.1468,5.4368,5.6378,5.5904,5.505,5.3934,5.4451,5.2592,5.80897,5.61608,5.49357,5.48117,5.83101,5.59156,5.77232,6.02292,5.72188,6.20861,5.7679,5.49261,5.44208,5.63525,5.69921,5.43826,5.52474,5.2082,5.38615,5.4335,5.80988,5.00449,5.79573,6.0695,6.0572,5.3905,5.6045,5.5437,5.734,5.3458,5.45,5.9717,5.3791,6.0102,5.1242,5.8495,5.1065,5.7129,5.5621,5.4865,5.8338,5.4712,5.7366,5.3973,5.9952,5.6719,5.81968,5.46528,6.09947,5.95096,5.81925,5.50348,5.41079,5.66811,5.69187,5.44941,5.50704,5.42105,5.84176,5.46233,6.12728,5.52257,6.16267,6.09385,5.43575,5.29965,5.94526,6.03788,6.02642
"TMEFF2",6.3175,5.8564,5.8886,5.8015,5.5417,5.3065,5.5879,5.5798,5.3689,5.8041,5.3816,5.7799,5.6527,5.288,5.6329,5.0577,5.4959,5.8141,5.5917,5.6123,5.2868,5.5486,5.2636,5.73798,5.4499,5.37101,5.31574,5.67389,5.40541,5.699,6.14195,5.57574,6.05842,5.93819,5.48516,5.64862,5.61536,5.49578,5.28469,5.3386,5.00683,5.44981,5.28454,6.07118,4.77871,5.68621,6.097,6.0931,5.2248,5.6106,5.6166,5.8572,5.234,5.3142,5.6887,5.3216,5.9269,4.8075,5.796,4.9809,5.6746,5.6302,5.684,5.9427,5.6446,5.5631,5.1813,5.8468,5.616,5.65096,5.333,5.73295,5.68776,5.98187,5.46252,5.24393,6.06174,5.42524,5.43857,5.46336,5.31733,5.75476,5.48303,5.98607,5.59917,6.47878,6.14346,5.94496,5.21286,5.89857,5.93506,5.66543
"RPL38",6.3878,5.9562,6.0645,5.7737,5.9666,5.4774,5.5344,5.8312,5.6527,5.9499,5.4393,5.8497,5.6947,5.4949,5.5998,5.1525,5.5856,5.9179,5.6504,5.5101,5.5336,5.564,5.0761,5.78267,5.42639,5.53636,5.37112,5.88959,5.29233,5.80113,5.91153,5.51845,6.08438,5.64388,5.09401,5.59779,5.43306,5.73087,5.32026,5.52184,5.2197,5.4198,5.30549,6.06649,5.02043,5.93479,6.1773,5.7563,5.2444,5.4412,5.5116,5.8197,5.2408,5.6073,5.6303,5.4033,5.9759,4.9783,5.7635,5.0635,5.4405,5.4727,5.5191,5.7383,5.6432,5.3074,5.2207,5.9599,5.3328,5.75249,5.27212,5.90822,5.6786,5.69627,5.32232,5.32769,5.60583,5.55775,5.36134,5.50934,5.25634,5.67809,5.19653,5.92328,5.23707,5.75459,6.07078,5.62536,5.22654,5.8169,6.01568,5.8694
"RPL35A",5.8969,5.588,5.7492,5.7437,5.8463,5.2289,5.39,5.4483,5.3284,5.6695,5.2958,5.5913,5.4577,5.3176,5.6153,4.9186,5.4576,5.6356,5.5544,5.3969,5.3664,5.3524,5.0511,5.76959,5.58348,5.5632,5.66448,6.00405,5.46908,5.86073,5.88814,5.45147,6.49029,5.508,5.43448,5.7554,5.52657,5.91421,5.43611,5.57659,5.0835,5.30365,5.1385,5.76093,4.81702,5.88093,6.2443,5.727,5.2852,5.5996,5.6072,5.7887,5.303,5.3249,5.9824,5.3084,6.0999,4.8955,5.7611,4.9589,5.5255,5.2853,5.3029,5.7742,5.4019,5.5375,5.1404,6.1645,5.4969,5.85579,5.36774,6.27918,5.91807,5.75917,5.47035,5.59837,5.92554,5.79327,5.41084,5.33184,5.34742,5.97766,5.21856,6.29828,5.23125,6.03983,6.29618,5.68354,5.07346,6.05871,6.08545,6.00558
"HLA-C",5.9283,5.5554,5.0264,5.5925,5.3913,5.3489,5.4917,5.2957,4.8266,5.4399,5.4087,4.9091,5.5449,5.165,5.5394,5.1025,5.3726,5.2796,5.3034,5.3173,5.3871,5.5278,5.1925,5.79253,5.4625,5.82703,5.70344,5.56181,5.5195,5.69917,6.07399,5.49597,6.20464,5.73754,5.35787,5.86961,5.45716,5.51949,5.10112,5.45517,5.2258,5.4964,5.40845,5.63916,4.9076,5.91426,6.1758,6.1205,5.3799,5.7241,5.5519,5.914,5.4725,5.2227,5.4945,5.1677,6.0355,5.0793,5.8555,5.0967,5.835,5.6558,5.7737,6.0378,5.7999,5.898,5.2622,5.9208,5.4726,5.59828,5.57904,5.95948,5.69472,6.10704,5.55358,5.43401,6.27798,5.43759,5.36306,5.33883,5.0558,6.12118,5.58393,5.95902,5.54096,6.24743,6.00002,6.15069,5.46153,5.7605,5.70285,5.57439
"TALDO1",6.3387,5.7715,5.9156,5.8589,5.1221,5.4343,5.4563,5.2578,4.9137,5.5862,5.2816,5.5336,5.5683,4.7381,5.6391,5.0564,5.2924,5.6487,5.719,5.2783,5.5335,5.7215,5.0521,5.66205,5.41428,5.86791,5.68598,5.93611,5.13963,5.51401,6.18752,5.53125,6.37252,5.67448,5.1331,5.96412,5.35055,5.22407,5.2645,5.27649,5.25346,5.4239,5.42706,6.00889,4.70536,5.70926,6.0595,6.0341,5.2327,5.8321,5.4329,6.0163,5.2699,5.3341,5.2268,5.1057,5.8905,5.1089,5.7926,5.0585,5.7008,5.7972,5.8403,6.2907,5.5012,5.6942,5.302,6.1874,5.165,5.24963,5.33967,5.55689,5.31145,6.0973,5.76717,5.23398,6.24764,5.06067,5.2864,5.33291,5.35993,5.93925,5.49709,6.01638,5.51302,6.3016,6.20766,6.50016,5.28887,5.7018,5.81977,5.32632
